article_title,url,country,article_quality,revision_id,region,population
Brahim Djamel Kassali,https://en.wikipedia.org/wiki/Brahim_Djamel_Kassali,Algeria,Start,1172500304,NORTHERN AFRICA,46.8
Kaoutar Krikou,https://en.wikipedia.org/wiki/Kaoutar_Krikou,Algeria,Stub,1213795388,NORTHERN AFRICA,46.8
Sassi Lamouri,https://en.wikipedia.org/wiki/Sassi_Lamouri,Algeria,Stub,1181986973,NORTHERN AFRICA,46.8
Mohamed Maghlaoui,https://en.wikipedia.org/wiki/Mohamed_Maghlaoui,Algeria,Stub,1053469610,NORTHERN AFRICA,46.8
Amar Makhloufi,https://en.wikipedia.org/wiki/Amar_Makhloufi,Algeria,Stub,1235394946,NORTHERN AFRICA,46.8
Yassine Merabi,https://en.wikipedia.org/wiki/Yassine_Merabi,Algeria,Stub,1214841607,NORTHERN AFRICA,46.8
Brahim Merad,https://en.wikipedia.org/wiki/Brahim_Merad,Algeria,Start,1244511083,NORTHERN AFRICA,46.8
Bachir Messaitfa,https://en.wikipedia.org/wiki/Bachir_Messaitfa,Algeria,Stub,1186318318,NORTHERN AFRICA,46.8
Azzedine Mihoubi,https://en.wikipedia.org/wiki/Azzedine_Mihoubi,Algeria,Start,1233387309,NORTHERN AFRICA,46.8
Mohamed Ali Boughazi,https://en.wikipedia.org/wiki/Mohamed_Ali_Boughazi,Algeria,Start,1213870570,NORTHERN AFRICA,46.8
Amar Mohammedi,https://en.wikipedia.org/wiki/Amar_Mohammedi,Algeria,Start,1226279231,NORTHERN AFRICA,46.8
Samia Moualfi,https://en.wikipedia.org/wiki/Samia_Moualfi,Algeria,Stub,1212181372,NORTHERN AFRICA,46.8
Soraya Mouloudji,https://en.wikipedia.org/wiki/Soraya_Mouloudji,Algeria,Stub,1226335614,NORTHERN AFRICA,46.8
Yacine Oualid,https://en.wikipedia.org/wiki/Yacine_Oualid,Algeria,Stub,1214837789,NORTHERN AFRICA,46.8
Cherif Rahmani,https://en.wikipedia.org/wiki/Cherif_Rahmani,Algeria,Stub,1053461144,NORTHERN AFRICA,46.8
Lakhdar Rakhroukh,https://en.wikipedia.org/wiki/Lakhdar_Rakhroukh,Algeria,Stub,1186317568,NORTHERN AFRICA,46.8
Laid Rebiga,https://en.wikipedia.org/wiki/Laid_Rebiga,Algeria,Stub,1248662394,NORTHERN AFRICA,46.8
Kamel Rezig,https://en.wikipedia.org/wiki/Kamel_Rezig,Algeria,Stub,1215901775,NORTHERN AFRICA,46.8
Salim Saadi,https://en.wikipedia.org/wiki/Salim_Saadi,Algeria,Stub,1229426851,NORTHERN AFRICA,46.8
Abdelhak Saihi,https://en.wikipedia.org/wiki/Abdelhak_Saihi,Algeria,Stub,1218004839,NORTHERN AFRICA,46.8
Hichem Sofiane Salaouatchi,https://en.wikipedia.org/wiki/Hichem_Sofiane_Salaouatchi,Algeria,Stub,1212186286,NORTHERN AFRICA,46.8
Naima Salhi,https://en.wikipedia.org/wiki/Naima_Salhi,Algeria,Stub,1213404244,NORTHERN AFRICA,46.8
Abderezak Sebgag,https://en.wikipedia.org/wiki/Abderezak_Sebgag,Algeria,Stub,1212579707,NORTHERN AFRICA,46.8
Abderrachid Tabbi,https://en.wikipedia.org/wiki/Abderrachid_Tabbi,Algeria,Stub,1218530483,NORTHERN AFRICA,46.8
Karim Bibi Triki,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,Algeria,Start,1213794210,NORTHERN AFRICA,46.8
Layachi Yaker,https://en.wikipedia.org/wiki/Layachi_Yaker,Algeria,Start,1226060720,NORTHERN AFRICA,46.8
Ahmed Zeghdar,https://en.wikipedia.org/wiki/Ahmed_Zeghdar,Algeria,Stub,1213778323,NORTHERN AFRICA,46.8
Adão Francisco Correia de Almeida,https://en.wikipedia.org/wiki/Adão_Francisco_Correia_de_Almeida,Angola,Stub,1209524394,MIDDLE AFRICA,36.7
Ana Paula Chantre Luna de Carvalho,https://en.wikipedia.org/wiki/Ana_Paula_Chantre_Luna_de_Carvalho,Angola,Stub,1209514022,MIDDLE AFRICA,36.7
Alexandre Sebastião André,https://en.wikipedia.org/wiki/Alexandre_Sebastião_André,Angola,Stub,1172178750,MIDDLE AFRICA,36.7
Paulino Baptista,https://en.wikipedia.org/wiki/Paulino_Baptista,Angola,Start,1242307496,MIDDLE AFRICA,36.7
Bernarda Gonçalves Martins,https://en.wikipedia.org/wiki/Bernarda_Gonçalves_Martins,Angola,Stub,1210193481,MIDDLE AFRICA,36.7
João Baptista Borges,https://en.wikipedia.org/wiki/João_Baptista_Borges,Angola,C,1227794006,MIDDLE AFRICA,36.7
Carolina Cerqueira,https://en.wikipedia.org/wiki/Carolina_Cerqueira,Angola,C,1241977204,MIDDLE AFRICA,36.7
Arlete Chimbinda,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola,Start,1177486404,MIDDLE AFRICA,36.7
Kafundanga Chingunji,https://en.wikipedia.org/wiki/Kafundanga_Chingunji,Angola,Stub,1191431794,MIDDLE AFRICA,36.7
Jeremias Chitunda,https://en.wikipedia.org/wiki/Jeremias_Chitunda,Angola,Start,1220287872,MIDDLE AFRICA,36.7
Abel Chivukuvuku,https://en.wikipedia.org/wiki/Abel_Chivukuvuku,Angola,Start,1165626565,MIDDLE AFRICA,36.7
Fiel Domingos Constantino,https://en.wikipedia.org/wiki/Fiel_Domingos_Constantino,Angola,Stub,1217387083,MIDDLE AFRICA,36.7
Adalberto Costa Júnior,https://en.wikipedia.org/wiki/Adalberto_Costa_Júnior,Angola,Stub,1244123151,MIDDLE AFRICA,36.7
Adjany Costa,https://en.wikipedia.org/wiki/Adjany_Costa,Angola,Start,1242000475,MIDDLE AFRICA,36.7
Álvaro Arnaldo Craveiro,https://en.wikipedia.org/wiki/Álvaro_Arnaldo_Craveiro,Angola,Stub,1194150567,MIDDLE AFRICA,36.7
Raul Danda,https://en.wikipedia.org/wiki/Raul_Danda,Angola,Stub,1158035855,MIDDLE AFRICA,36.7
Diamantino Pedro Azevedo,https://en.wikipedia.org/wiki/Diamantino_Pedro_Azevedo,Angola,Stub,1209522689,MIDDLE AFRICA,36.7
Faustina Fernandes Inglês de Almeida Alves,https://en.wikipedia.org/wiki/Faustina_Fernandes_Inglês_de_Almeida_Alves,Angola,Stub,1251032908,MIDDLE AFRICA,36.7
Abraão Gourgel,https://en.wikipedia.org/wiki/Abraão_Gourgel,Angola,Stub,1124441544,MIDDLE AFRICA,36.7
Jofre Van-Dúnem Júnior,https://en.wikipedia.org/wiki/Jofre_Van-Dúnem_Júnior,Angola,Stub,1242307432,MIDDLE AFRICA,36.7
José Carvalho da Rocha,https://en.wikipedia.org/wiki/José_Carvalho_da_Rocha,Angola,Stub,1242307441,MIDDLE AFRICA,36.7
José Luis de Matos,https://en.wikipedia.org/wiki/José_Luis_de_Matos,Angola,Stub,1242307337,MIDDLE AFRICA,36.7
Kambamba Kulaxingo,https://en.wikipedia.org/wiki/Kambamba_Kulaxingo,Angola,Stub,1093124425,MIDDLE AFRICA,36.7
Jesus Faria Maiato,https://en.wikipedia.org/wiki/Jesus_Faria_Maiato,Angola,Stub,1209631313,MIDDLE AFRICA,36.7
Manuel Neto da Costa,https://en.wikipedia.org/wiki/Manuel_Neto_da_Costa,Angola,Stub,1209411144,MIDDLE AFRICA,36.7
Manuel Tavares de Almeida,https://en.wikipedia.org/wiki/Manuel_Tavares_de_Almeida,Angola,Stub,1209411217,MIDDLE AFRICA,36.7
Marcos Alexandre Nhunga,https://en.wikipedia.org/wiki/Marcos_Alexandre_Nhunga,Angola,Stub,1209413818,MIDDLE AFRICA,36.7
Maria Cândida Pereira Teixeira,https://en.wikipedia.org/wiki/Maria_Cândida_Pereira_Teixeira,Angola,Stub,1218506469,MIDDLE AFRICA,36.7
Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,https://en.wikipedia.org/wiki/Maria_do_Rosário_Teixeira_de_Alva_Sequeira_Bragança_Sambo,Angola,Stub,1209513699,MIDDLE AFRICA,36.7
David Mendes,https://en.wikipedia.org/wiki/David_Mendes,Angola,Stub,1024544204,MIDDLE AFRICA,36.7
Saíde Mingas,https://en.wikipedia.org/wiki/Saíde_Mingas,Angola,GA,1251004422,MIDDLE AFRICA,36.7
Fernando Faustino Muteka,https://en.wikipedia.org/wiki/Fernando_Faustino_Muteka,Angola,Stub,1241977176,MIDDLE AFRICA,36.7
Pedro Mutinde,https://en.wikipedia.org/wiki/Pedro_Mutinde,Angola,Start,1209539718,MIDDLE AFRICA,36.7
José Ndele,https://en.wikipedia.org/wiki/José_Ndele,Angola,Stub,1154991360,MIDDLE AFRICA,36.7
Ana Paula Sacramento Neto,https://en.wikipedia.org/wiki/Ana_Paula_Sacramento_Neto,Angola,Stub,1227909121,MIDDLE AFRICA,36.7
Daniel Ntongi-Nzinga,https://en.wikipedia.org/wiki/Daniel_Ntongi-Nzinga,Angola,Stub,1187961349,MIDDLE AFRICA,36.7
Paula Cristina Francisco Coelho,https://en.wikipedia.org/wiki/Paula_Cristina_Francisco_Coelho,Angola,Stub,1209410923,MIDDLE AFRICA,36.7
Pedro Pedalé,https://en.wikipedia.org/wiki/Pedro_Pedalé,Angola,Stub,1115715527,MIDDLE AFRICA,36.7
Elias Salupeto Pena,https://en.wikipedia.org/wiki/Elias_Salupeto_Pena,Angola,Start,1220287990,MIDDLE AFRICA,36.7
Johnny Eduardo Pinnock,https://en.wikipedia.org/wiki/Johnny_Eduardo_Pinnock,Angola,Stub,1242307359,MIDDLE AFRICA,36.7
Santana André Pitra,https://en.wikipedia.org/wiki/Santana_André_Pitra,Angola,Stub,1165626399,MIDDLE AFRICA,36.7
Francisco Manuel Monteiro de Queiróz,https://en.wikipedia.org/wiki/Francisco_Manuel_Monteiro_de_Queiróz,Angola,Stub,1250824530,MIDDLE AFRICA,36.7
José Aníbal Lopes Rocha,https://en.wikipedia.org/wiki/José_Aníbal_Lopes_Rocha,Angola,Stub,1242307479,MIDDLE AFRICA,36.7
José da Rocha,https://en.wikipedia.org/wiki/José_da_Rocha,Angola,Stub,1153488959,MIDDLE AFRICA,36.7
Rosa Luís de Sousa Micolo,https://en.wikipedia.org/wiki/Rosa_Luís_de_Sousa_Micolo,Angola,Stub,1246271741,MIDDLE AFRICA,36.7
Luís Gomes Sambo,https://en.wikipedia.org/wiki/Luís_Gomes_Sambo,Angola,Start,1242306989,MIDDLE AFRICA,36.7
Branca Manuel Espirito Santo,https://en.wikipedia.org/wiki/Branca_Manuel_Espirito_Santo,Angola,Stub,1142474441,MIDDLE AFRICA,36.7
João Ernesto dos Santos,https://en.wikipedia.org/wiki/João_Ernesto_dos_Santos,Angola,Stub,1226309621,MIDDLE AFRICA,36.7
José Filomeno dos Santos,https://en.wikipedia.org/wiki/José_Filomeno_dos_Santos,Angola,C,1228399791,MIDDLE AFRICA,36.7
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,Angola,GA,1246026420,MIDDLE AFRICA,36.7
Pinda Simão,https://en.wikipedia.org/wiki/Pinda_Simão,Angola,Stub,1118804168,MIDDLE AFRICA,36.7
Manuel Bernardo de Sousa,https://en.wikipedia.org/wiki/Manuel_Bernardo_de_Sousa,Angola,Stub,1233607984,MIDDLE AFRICA,36.7
Augusto da Silva Tomás,https://en.wikipedia.org/wiki/Augusto_da_Silva_Tomás,Angola,Stub,1219179734,MIDDLE AFRICA,36.7
José Jacinto Van-Dúnem,https://en.wikipedia.org/wiki/José_Jacinto_Van-Dúnem,Angola,C,1242841039,MIDDLE AFRICA,36.7
José Vieira Dias Van-Dúnem,https://en.wikipedia.org/wiki/José_Vieira_Dias_Van-Dúnem,Angola,Stub,1227004140,MIDDLE AFRICA,36.7
Luzia Inglês Van-Dúnem,https://en.wikipedia.org/wiki/Luzia_Inglês_Van-Dúnem,Angola,Start,1240720719,MIDDLE AFRICA,36.7
Manuel Vicente,https://en.wikipedia.org/wiki/Manuel_Vicente,Angola,C,1250493481,MIDDLE AFRICA,36.7
Mfulupinga Nlando Victor,https://en.wikipedia.org/wiki/Mfulupinga_Nlando_Victor,Angola,Start,1243272129,MIDDLE AFRICA,36.7
Clement Antonio,https://en.wikipedia.org/wiki/Clement_Antonio,Antigua and Barbuda,Stub,1241563106,CARIBBEAN,0.1
Randolph Beazer,https://en.wikipedia.org/wiki/Randolph_Beazer,Antigua and Barbuda,Stub,1247631912,CARIBBEAN,0.1
Studiation Brown,https://en.wikipedia.org/wiki/Studiation_Brown,Antigua and Barbuda,Stub,825090349,CARIBBEAN,0.1
Alex Browne (politician),https://en.wikipedia.org/wiki/Alex_Browne_(politician),Antigua and Barbuda,Stub,1247631794,CARIBBEAN,0.1
Colin O'Neil Browne,https://en.wikipedia.org/wiki/Colin_O'Neil_Browne,Antigua and Barbuda,Stub,1241563118,CARIBBEAN,0.1
James Carlisle,https://en.wikipedia.org/wiki/James_Carlisle,Antigua and Barbuda,C,1242152285,CARIBBEAN,0.1
Gail Christian,https://en.wikipedia.org/wiki/Gail_Christian,Antigua and Barbuda,Start,1241563122,CARIBBEAN,0.1
Mackenzie Frank,https://en.wikipedia.org/wiki/Mackenzie_Frank,Antigua and Barbuda,Stub,1247632329,CARIBBEAN,0.1
Osbert Richard Frederick,https://en.wikipedia.org/wiki/Osbert_Richard_Frederick,Antigua and Barbuda,Start,1241563130,CARIBBEAN,0.1
Caleb Gardiner,https://en.wikipedia.org/wiki/Caleb_Gardiner,Antigua and Barbuda,Stub,1241563135,CARIBBEAN,0.1
Shenella Mary Shadida Govia,https://en.wikipedia.org/wiki/Shenella_Mary_Shadida_Govia,Antigua and Barbuda,Stub,1241563138,CARIBBEAN,0.1
William Haynes-Smith,https://en.wikipedia.org/wiki/William_Haynes-Smith,Antigua and Barbuda,C,1250666577,CARIBBEAN,0.1
Tim Hector,https://en.wikipedia.org/wiki/Tim_Hector,Antigua and Barbuda,C,1227026341,CARIBBEAN,0.1
Cheryl Mary Clare Hurst,https://en.wikipedia.org/wiki/Cheryl_Mary_Clare_Hurst,Antigua and Barbuda,Stub,1242813942,CARIBBEAN,0.1
Wilfred Jacobs,https://en.wikipedia.org/wiki/Wilfred_Jacobs,Antigua and Barbuda,Stub,1246340247,CARIBBEAN,0.1
Rick James (actor),https://en.wikipedia.org/wiki/Rick_James_(actor),Antigua and Barbuda,C,1213836084,CARIBBEAN,0.1
Kiz Johnson,https://en.wikipedia.org/wiki/Kiz_Johnson,Antigua and Barbuda,Stub,1247632301,CARIBBEAN,0.1
Fabian Jones,https://en.wikipedia.org/wiki/Fabian_Jones,Antigua and Barbuda,Stub,1247632282,CARIBBEAN,0.1
Johnathan Joseph (politician),https://en.wikipedia.org/wiki/Johnathan_Joseph_(politician),Antigua and Barbuda,Stub,1241563151,CARIBBEAN,0.1
Kelvin Simon,https://en.wikipedia.org/wiki/Kelvin_Simon,Antigua and Barbuda,Start,1241592202,CARIBBEAN,0.1
Harold Lovell,https://en.wikipedia.org/wiki/Harold_Lovell,Antigua and Barbuda,Start,1241564680,CARIBBEAN,0.1
Edmond Mansoor,https://en.wikipedia.org/wiki/Edmond_Mansoor,Antigua and Barbuda,Start,1248648606,CARIBBEAN,0.1
David Massiah,https://en.wikipedia.org/wiki/David_Massiah,Antigua and Barbuda,Stub,1247632248,CARIBBEAN,0.1
Joanne Massiah,https://en.wikipedia.org/wiki/Joanne_Massiah,Antigua and Barbuda,Stub,1241592526,CARIBBEAN,0.1
Dwayne George,https://en.wikipedia.org/wiki/Dwayne_George,Antigua and Barbuda,Stub,1247631631,CARIBBEAN,0.1
Knacyntar Nedd,https://en.wikipedia.org/wiki/Knacyntar_Nedd,Antigua and Barbuda,Stub,1247514093,CARIBBEAN,0.1
Melford Nicholas,https://en.wikipedia.org/wiki/Melford_Nicholas,Antigua and Barbuda,Start,1241592535,CARIBBEAN,0.1
Shawn Nicholas,https://en.wikipedia.org/wiki/Shawn_Nicholas,Antigua and Barbuda,Stub,1247632364,CARIBBEAN,0.1
Bernard Percival,https://en.wikipedia.org/wiki/Bernard_Percival,Antigua and Barbuda,Stub,1241564686,CARIBBEAN,0.1
Jamale Pringle,https://en.wikipedia.org/wiki/Jamale_Pringle,Antigua and Barbuda,Stub,1241592215,CARIBBEAN,0.1
Philip Shoul,https://en.wikipedia.org/wiki/Philip_Shoul,Antigua and Barbuda,Stub,1247632342,CARIBBEAN,0.1
Rawdon Turner,https://en.wikipedia.org/wiki/Rawdon_Turner,Antigua and Barbuda,Stub,1247632346,CARIBBEAN,0.1
Alincia Williams-Grant,https://en.wikipedia.org/wiki/Alincia_Williams-Grant,Antigua and Barbuda,Start,1241592542,CARIBBEAN,0.1
Juan Alemann,https://en.wikipedia.org/wiki/Juan_Alemann,Argentina,Stub,1227499891,SOUTH AMERICA,46.3
Germán Alfaro,https://en.wikipedia.org/wiki/Germán_Alfaro,Argentina,C,1223272051,SOUTH AMERICA,46.3
Joaquín Samuel de Anchorena,https://en.wikipedia.org/wiki/Joaquín_Samuel_de_Anchorena,Argentina,Start,1227458965,SOUTH AMERICA,46.3
Juan Agustín Augier,https://en.wikipedia.org/wiki/Juan_Agustín_Augier,Argentina,Stub,1217815148,SOUTH AMERICA,46.3
Uladislao Augier,https://en.wikipedia.org/wiki/Uladislao_Augier,Argentina,Stub,1217815124,SOUTH AMERICA,46.3
Marco Aurelio Avellaneda,https://en.wikipedia.org/wiki/Marco_Aurelio_Avellaneda,Argentina,Start,1233010330,SOUTH AMERICA,46.3
Joaquín Belgrano,https://en.wikipedia.org/wiki/Joaquín_Belgrano,Argentina,Start,1229623675,SOUTH AMERICA,46.3
Antonio Bermejo,https://en.wikipedia.org/wiki/Antonio_Bermejo,Argentina,Start,1225811362,SOUTH AMERICA,46.3
Antonio Beruti,https://en.wikipedia.org/wiki/Antonio_Beruti,Argentina,Start,1243926512,SOUTH AMERICA,46.3
Héctor Bidonde,https://en.wikipedia.org/wiki/Héctor_Bidonde,Argentina,Start,1250713562,SOUTH AMERICA,46.3
Silvano Bores,https://en.wikipedia.org/wiki/Silvano_Bores,Argentina,Stub,1225775647,SOUTH AMERICA,46.3
Exequiel Bustillo,https://en.wikipedia.org/wiki/Exequiel_Bustillo,Argentina,Start,1188044851,SOUTH AMERICA,46.3
Mario Cafiero,https://en.wikipedia.org/wiki/Mario_Cafiero,Argentina,Stub,1135193654,SOUTH AMERICA,46.3
Alberto Manuel Campos,https://en.wikipedia.org/wiki/Alberto_Manuel_Campos,Argentina,Start,1166331326,SOUTH AMERICA,46.3
Alejo Castex,https://en.wikipedia.org/wiki/Alejo_Castex,Argentina,C,1231276700,SOUTH AMERICA,46.3
Dámaso Centeno,https://en.wikipedia.org/wiki/Dámaso_Centeno,Argentina,Stub,1245130520,SOUTH AMERICA,46.3
Rossana Chahla,https://en.wikipedia.org/wiki/Rossana_Chahla,Argentina,C,1227517224,SOUTH AMERICA,46.3
Lázaro Chiappe,https://en.wikipedia.org/wiki/Lázaro_Chiappe,Argentina,Stub,1232135530,SOUTH AMERICA,46.3
Carlos Corach,https://en.wikipedia.org/wiki/Carlos_Corach,Argentina,Stub,1227620960,SOUTH AMERICA,46.3
Jorge Coscia,https://en.wikipedia.org/wiki/Jorge_Coscia,Argentina,Stub,1227459720,SOUTH AMERICA,46.3
Carlos de la Rosa,https://en.wikipedia.org/wiki/Carlos_de_la_Rosa,Argentina,Stub,1209668330,SOUTH AMERICA,46.3
Juan Carlos Del Bello,https://en.wikipedia.org/wiki/Juan_Carlos_Del_Bello,Argentina,Stub,1225784914,SOUTH AMERICA,46.3
Luis L. Domínguez,https://en.wikipedia.org/wiki/Luis_L._Domínguez,Argentina,C,1234469779,SOUTH AMERICA,46.3
Máximo Etchecopar,https://en.wikipedia.org/wiki/Máximo_Etchecopar,Argentina,Start,1243279888,SOUTH AMERICA,46.3
Héctor Toty Flores,https://en.wikipedia.org/wiki/Héctor_Toty_Flores,Argentina,Stub,1067754685,SOUTH AMERICA,46.3
Guillermo Francos,https://en.wikipedia.org/wiki/Guillermo_Francos,Argentina,Start,1245178482,SOUTH AMERICA,46.3
Juan Fugl,https://en.wikipedia.org/wiki/Juan_Fugl,Argentina,Stub,1148828249,SOUTH AMERICA,46.3
Santiago Gallo,https://en.wikipedia.org/wiki/Santiago_Gallo,Argentina,Start,1039135531,SOUTH AMERICA,46.3
Manuel José García,https://en.wikipedia.org/wiki/Manuel_José_García,Argentina,Stub,1227616001,SOUTH AMERICA,46.3
Juan José Gómez Centurión,https://en.wikipedia.org/wiki/Juan_José_Gómez_Centurión,Argentina,Stub,1225793565,SOUTH AMERICA,46.3
Luis Carlos Gómez Centurión,https://en.wikipedia.org/wiki/Luis_Carlos_Gómez_Centurión,Argentina,Stub,1225793589,SOUTH AMERICA,46.3
Martín Guzmán,https://en.wikipedia.org/wiki/Martín_Guzmán,Argentina,C,1227515965,SOUTH AMERICA,46.3
Federico Helguera,https://en.wikipedia.org/wiki/Federico_Helguera,Argentina,Start,1162056054,SOUTH AMERICA,46.3
Fernando Iglesias (Argentine politician),https://en.wikipedia.org/wiki/Fernando_Iglesias_(Argentine_politician),Argentina,C,1217866134,SOUTH AMERICA,46.3
Ricardo Kennedy,https://en.wikipedia.org/wiki/Ricardo_Kennedy,Argentina,Stub,1240898573,SOUTH AMERICA,46.3
Carlos Kunkel,https://en.wikipedia.org/wiki/Carlos_Kunkel,Argentina,Stub,1225799546,SOUTH AMERICA,46.3
Norberto La Porta,https://en.wikipedia.org/wiki/Norberto_La_Porta,Argentina,Stub,1225799869,SOUTH AMERICA,46.3
Andrés Larroque,https://en.wikipedia.org/wiki/Andrés_Larroque,Argentina,Start,1248572448,SOUTH AMERICA,46.3
Julián de Leyva,https://en.wikipedia.org/wiki/Julián_de_Leyva,Argentina,Stub,1234698824,SOUTH AMERICA,46.3
Mónica López (politician),https://en.wikipedia.org/wiki/Mónica_López_(politician),Argentina,Stub,797826672,SOUTH AMERICA,46.3
Lucio Victorio Mansilla,https://en.wikipedia.org/wiki/Lucio_Victorio_Mansilla,Argentina,Start,1210433646,SOUTH AMERICA,46.3
Nicolás Massot,https://en.wikipedia.org/wiki/Nicolás_Massot,Argentina,Start,1222899462,SOUTH AMERICA,46.3
Martín Menem,https://en.wikipedia.org/wiki/Martín_Menem,Argentina,Start,1247590161,SOUTH AMERICA,46.3
Juan Mignaburu,https://en.wikipedia.org/wiki/Juan_Mignaburu,Argentina,Stub,1166892817,SOUTH AMERICA,46.3
Guillermo Montenegro,https://en.wikipedia.org/wiki/Guillermo_Montenegro,Argentina,Stub,1096175549,SOUTH AMERICA,46.3
Mariano Moreno,https://en.wikipedia.org/wiki/Mariano_Moreno,Argentina,FA,1248788227,SOUTH AMERICA,46.3
Marcelo Muniagurria,https://en.wikipedia.org/wiki/Marcelo_Muniagurria,Argentina,Start,1242262794,SOUTH AMERICA,46.3
Fernando Nadra,https://en.wikipedia.org/wiki/Fernando_Nadra,Argentina,C,1238199017,SOUTH AMERICA,46.3
Rómulo Sebastián Naón,https://en.wikipedia.org/wiki/Rómulo_Sebastián_Naón,Argentina,Start,1193099129,SOUTH AMERICA,46.3
Santiago G. O'Farrell,https://en.wikipedia.org/wiki/Santiago_G._O'Farrell,Argentina,Start,1228141029,SOUTH AMERICA,46.3
Alfredo Olmedo,https://en.wikipedia.org/wiki/Alfredo_Olmedo,Argentina,Stub,1226445117,SOUTH AMERICA,46.3
Miguel Ángel Pesce,https://en.wikipedia.org/wiki/Miguel_Ángel_Pesce,Argentina,Start,1211044406,SOUTH AMERICA,46.3
Carlos Petroni,https://en.wikipedia.org/wiki/Carlos_Petroni,Argentina,C,1199679676,SOUTH AMERICA,46.3
Alejo Peyret,https://en.wikipedia.org/wiki/Alejo_Peyret,Argentina,B,1138003698,SOUTH AMERICA,46.3
Aldo Pignanelli,https://en.wikipedia.org/wiki/Aldo_Pignanelli,Argentina,Stub,1106856167,SOUTH AMERICA,46.3
Abel Posse,https://en.wikipedia.org/wiki/Abel_Posse,Argentina,C,1245068036,SOUTH AMERICA,46.3
Enrique S. Quintana,https://en.wikipedia.org/wiki/Enrique_S._Quintana,Argentina,Start,1016343362,SOUTH AMERICA,46.3
Amán Rawson,https://en.wikipedia.org/wiki/Amán_Rawson,Argentina,Start,1226040049,SOUTH AMERICA,46.3
Martín Sabbatella,https://en.wikipedia.org/wiki/Martín_Sabbatella,Argentina,C,1166890663,SOUTH AMERICA,46.3
Juan Pablo Schiavi,https://en.wikipedia.org/wiki/Juan_Pablo_Schiavi,Argentina,C,1195011460,SOUTH AMERICA,46.3
Héctor Tizón,https://en.wikipedia.org/wiki/Héctor_Tizón,Argentina,Start,1222501416,SOUTH AMERICA,46.3
Claudio Uberti,https://en.wikipedia.org/wiki/Claudio_Uberti,Argentina,C,1245464700,SOUTH AMERICA,46.3
Arístides Villanueva,https://en.wikipedia.org/wiki/Arístides_Villanueva,Argentina,Start,1227361697,SOUTH AMERICA,46.3
Jorge Yoma,https://en.wikipedia.org/wiki/Jorge_Yoma,Argentina,C,1191859791,SOUTH AMERICA,46.3
Ashot Arsenyan,https://en.wikipedia.org/wiki/Ashot_Arsenyan,Armenia,C,1218601969,WESTERN ASIA,3.0
Vigen Chitechyan,https://en.wikipedia.org/wiki/Vigen_Chitechyan,Armenia,Stub,1124301399,WESTERN ASIA,3.0
Hayk Chobanyan,https://en.wikipedia.org/wiki/Hayk_Chobanyan,Armenia,Start,1231768992,WESTERN ASIA,3.0
Gurgen Egiazaryan,https://en.wikipedia.org/wiki/Gurgen_Egiazaryan,Armenia,Start,1103745376,WESTERN ASIA,3.0
Parunak Ferukhan,https://en.wikipedia.org/wiki/Parunak_Ferukhan,Armenia,Stub,1214660598,WESTERN ASIA,3.0
Gevorg Ghazaryan (politician),https://en.wikipedia.org/wiki/Gevorg_Ghazaryan_(politician),Armenia,Stub,1180063729,WESTERN ASIA,3.0
Andrias Ghukasyan,https://en.wikipedia.org/wiki/Andrias_Ghukasyan,Armenia,Start,1214660728,WESTERN ASIA,3.0
Aram Grigoryan (politician),https://en.wikipedia.org/wiki/Aram_Grigoryan_(politician),Armenia,Start,1214660921,WESTERN ASIA,3.0
Vahagn Hovakimyan,https://en.wikipedia.org/wiki/Vahagn_Hovakimyan,Armenia,Start,1224369324,WESTERN ASIA,3.0
Tigran Karapetyan,https://en.wikipedia.org/wiki/Tigran_Karapetyan,Armenia,Start,1231946069,WESTERN ASIA,3.0
Tigran Khzmalyan,https://en.wikipedia.org/wiki/Tigran_Khzmalyan,Armenia,C,1237979345,WESTERN ASIA,3.0
Mikayel Kotanyan,https://en.wikipedia.org/wiki/Mikayel_Kotanyan,Armenia,Start,1226313476,WESTERN ASIA,3.0
Hrant Maloyan,https://en.wikipedia.org/wiki/Hrant_Maloyan,Armenia,C,1250311867,WESTERN ASIA,3.0
Khachatur Malumian,https://en.wikipedia.org/wiki/Khachatur_Malumian,Armenia,C,1210493386,WESTERN ASIA,3.0
Aram Manukyan,https://en.wikipedia.org/wiki/Aram_Manukyan,Armenia,Start,1214661551,WESTERN ASIA,3.0
Gevorg Melik-Karagyozyan,https://en.wikipedia.org/wiki/Gevorg_Melik-Karagyozyan,Armenia,Stub,1180063778,WESTERN ASIA,3.0
Vahan Minakhoryan,https://en.wikipedia.org/wiki/Vahan_Minakhoryan,Armenia,Stub,1214661649,WESTERN ASIA,3.0
Ruben Miroyan,https://en.wikipedia.org/wiki/Ruben_Miroyan,Armenia,Start,1228290809,WESTERN ASIA,3.0
Ruben Mirzakhanyan,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,Armenia,Start,1214661775,WESTERN ASIA,3.0
Badal Muradyan,https://en.wikipedia.org/wiki/Badal_Muradyan,Armenia,Start,1214662146,WESTERN ASIA,3.0
