article_title,url,country,article_quality,revision_id,region,population
Vittorio Pezzuto,https://en.wikipedia.org/wiki/Vittorio_Pezzuto,Italy,Start,1248530062,SOUTHERN EUROPE,58.8
Augusto Pierantoni,https://en.wikipedia.org/wiki/Augusto_Pierantoni,Italy,Start,1226945067,SOUTHERN EUROPE,58.8
Giancarlo Pittelli,https://en.wikipedia.org/wiki/Giancarlo_Pittelli,Italy,Stub,1225864190,SOUTHERN EUROPE,58.8
Luigi Pizzardi,https://en.wikipedia.org/wiki/Luigi_Pizzardi,Italy,Stub,1240419143,SOUTHERN EUROPE,58.8
Gennaro Placco,https://en.wikipedia.org/wiki/Gennaro_Placco,Italy,Start,1211247566,SOUTHERN EUROPE,58.8
Stefano Porcari,https://en.wikipedia.org/wiki/Stefano_Porcari,Italy,Start,1197985031,SOUTHERN EUROPE,58.8
Giovanni Puoti,https://en.wikipedia.org/wiki/Giovanni_Puoti,Italy,Start,1227318144,SOUTHERN EUROPE,58.8
Renzo Rabellino,https://en.wikipedia.org/wiki/Renzo_Rabellino,Italy,Start,1132984121,SOUTHERN EUROPE,58.8
Ercole Ricotti,https://en.wikipedia.org/wiki/Ercole_Ricotti,Italy,Stub,1179348918,SOUTHERN EUROPE,58.8
Roberto di Ridolfo,https://en.wikipedia.org/wiki/Roberto_di_Ridolfo,Italy,Start,1171276409,SOUTHERN EUROPE,58.8
Italo Righi,https://en.wikipedia.org/wiki/Italo_Righi,Italy,Stub,1242868787,SOUTHERN EUROPE,58.8
Arnaldo Rivera,https://en.wikipedia.org/wiki/Arnaldo_Rivera,Italy,C,1116307213,SOUTHERN EUROPE,58.8
Carlo Romussi,https://en.wikipedia.org/wiki/Carlo_Romussi,Italy,Start,1199074733,SOUTHERN EUROPE,58.8
Francesco Saverio Salfi,https://en.wikipedia.org/wiki/Francesco_Saverio_Salfi,Italy,C,1212517656,SOUTHERN EUROPE,58.8
Aurelio Saliceti,https://en.wikipedia.org/wiki/Aurelio_Saliceti,Italy,Stub,1225180530,SOUTHERN EUROPE,58.8
Coluccio Salutati,https://en.wikipedia.org/wiki/Coluccio_Salutati,Italy,C,1208072184,SOUTHERN EUROPE,58.8
Riccardo Sarfatti,https://en.wikipedia.org/wiki/Riccardo_Sarfatti,Italy,Start,1249136575,SOUTHERN EUROPE,58.8
Pandolfo Savelli,https://en.wikipedia.org/wiki/Pandolfo_Savelli,Italy,Stub,1185924627,SOUTHERN EUROPE,58.8
Bartolomeo Scala,https://en.wikipedia.org/wiki/Bartolomeo_Scala,Italy,Stub,1226044880,SOUTHERN EUROPE,58.8
Salvatore Senese,https://en.wikipedia.org/wiki/Salvatore_Senese,Italy,Stub,1211668442,SOUTHERN EUROPE,58.8
Piero Soderini,https://en.wikipedia.org/wiki/Piero_Soderini,Italy,Start,1241554138,SOUTHERN EUROPE,58.8
Giorgio Sonnino,https://en.wikipedia.org/wiki/Giorgio_Sonnino,Italy,Stub,1114835603,SOUTHERN EUROPE,58.8
Domenico Spanò Bolani,https://en.wikipedia.org/wiki/Domenico_Spanò_Bolani,Italy,Stub,1204370985,SOUTHERN EUROPE,58.8
Nicola Squitti,https://en.wikipedia.org/wiki/Nicola_Squitti,Italy,Start,1241078027,SOUTHERN EUROPE,58.8
Francesco Saverio Starrabba Barbera,https://en.wikipedia.org/wiki/Francesco_Saverio_Starrabba_Barbera,Italy,Start,1182568902,SOUTHERN EUROPE,58.8
Dieter Steger,https://en.wikipedia.org/wiki/Dieter_Steger,Italy,Stub,1230317226,SOUTHERN EUROPE,58.8
Filippo Strozzi the Elder,https://en.wikipedia.org/wiki/Filippo_Strozzi_the_Elder,Italy,Start,1178520734,SOUTHERN EUROPE,58.8
Alberto Tarchiani,https://en.wikipedia.org/wiki/Alberto_Tarchiani,Italy,Start,1238108211,SOUTHERN EUROPE,58.8
Rinaldo Taverna,https://en.wikipedia.org/wiki/Rinaldo_Taverna,Italy,Stub,1231095587,SOUTHERN EUROPE,58.8
Carlo Tivaroni,https://en.wikipedia.org/wiki/Carlo_Tivaroni,Italy,Start,1187024057,SOUTHERN EUROPE,58.8
Massimo Tononi,https://en.wikipedia.org/wiki/Massimo_Tononi,Italy,Start,1147948912,SOUTHERN EUROPE,58.8
Tosca Bucarelli Martini,https://en.wikipedia.org/wiki/Tosca_Bucarelli_Martini,Italy,C,1240581723,SOUTHERN EUROPE,58.8
Lanfranco Turci,https://en.wikipedia.org/wiki/Lanfranco_Turci,Italy,Stub,1122151779,SOUTHERN EUROPE,58.8
Giuseppe Vatinno,https://en.wikipedia.org/wiki/Giuseppe_Vatinno,Italy,Start,1230870596,SOUTHERN EUROPE,58.8
Francesco I Ventimiglia,https://en.wikipedia.org/wiki/Francesco_I_Ventimiglia,Italy,Start,1148195617,SOUTHERN EUROPE,58.8
Pasquale Villari,https://en.wikipedia.org/wiki/Pasquale_Villari,Italy,C,1245488491,SOUTHERN EUROPE,58.8
Ingo della Volta,https://en.wikipedia.org/wiki/Ingo_della_Volta,Italy,Start,1249845428,SOUTHERN EUROPE,58.8
Giacomo Vuxani,https://en.wikipedia.org/wiki/Giacomo_Vuxani,Italy,Start,1236574917,SOUTHERN EUROPE,58.8
William of Capparone,https://en.wikipedia.org/wiki/William_of_Capparone,Italy,Start,1243032688,SOUTHERN EUROPE,58.8
Michele Zanche,https://en.wikipedia.org/wiki/Michele_Zanche,Italy,C,1218766336,SOUTHERN EUROPE,58.8
Riccardo Zanella,https://en.wikipedia.org/wiki/Riccardo_Zanella,Italy,Start,1222692144,SOUTHERN EUROPE,58.8
Angelo Ziccardi,https://en.wikipedia.org/wiki/Angelo_Ziccardi,Italy,Stub,1211668279,SOUTHERN EUROPE,58.8
Leopoldo Zunini,https://en.wikipedia.org/wiki/Leopoldo_Zunini,Italy,Stub,1108571793,SOUTHERN EUROPE,58.8
Étienne Djaument,https://en.wikipedia.org/wiki/Étienne_Djaument,Cote d'Ivoire,Stub,1177650338,WESTERN AFRICA,30.9
Loubo Augustin Djessou,https://en.wikipedia.org/wiki/Loubo_Augustin_Djessou,Cote d'Ivoire,Stub,1233127381,WESTERN AFRICA,30.9
Laurent Dona Fologo,https://en.wikipedia.org/wiki/Laurent_Dona_Fologo,Cote d'Ivoire,Stub,1128478844,WESTERN AFRICA,30.9
Michel Gueu,https://en.wikipedia.org/wiki/Michel_Gueu,Cote d'Ivoire,C,1219746004,WESTERN AFRICA,30.9
Rachel Keke,https://en.wikipedia.org/wiki/Rachel_Keke,Cote d'Ivoire,C,1242252505,WESTERN AFRICA,30.9
Marcel Zadi Kessy,https://en.wikipedia.org/wiki/Marcel_Zadi_Kessy,Cote d'Ivoire,Start,1171961445,WESTERN AFRICA,30.9
Marie Koré,https://en.wikipedia.org/wiki/Marie_Koré,Cote d'Ivoire,Start,1230836674,WESTERN AFRICA,30.9
Jeanne Adjoua Peuhmond,https://en.wikipedia.org/wiki/Jeanne_Adjoua_Peuhmond,Cote d'Ivoire,Stub,1241442519,WESTERN AFRICA,30.9
Anne-Marie Essy Raggi,https://en.wikipedia.org/wiki/Anne-Marie_Essy_Raggi,Cote d'Ivoire,Start,1225716737,WESTERN AFRICA,30.9
Sékou Sanogo,https://en.wikipedia.org/wiki/Sékou_Sanogo,Cote d'Ivoire,Stub,1229953035,WESTERN AFRICA,30.9
Toshiyuki Adachi,https://en.wikipedia.org/wiki/Toshiyuki_Adachi,Japan,Start,1179324035,EAST ASIA,124.5
Akimasa Suzuki,https://en.wikipedia.org/wiki/Akimasa_Suzuki,Japan,Start,1216495854,EAST ASIA,124.5
Masatoshi Akimoto,https://en.wikipedia.org/wiki/Masatoshi_Akimoto,Japan,Start,1245809164,EAST ASIA,124.5
Kōzō Akino,https://en.wikipedia.org/wiki/Kōzō_Akino,Japan,Start,1189142290,EAST ASIA,124.5
Masayuki Aoyama,https://en.wikipedia.org/wiki/Masayuki_Aoyama,Japan,Start,1099244351,EAST ASIA,124.5
Chiharu Araki,https://en.wikipedia.org/wiki/Chiharu_Araki,Japan,Stub,1173106315,EAST ASIA,124.5
Asako Okai,https://en.wikipedia.org/wiki/Asako_Okai,Japan,C,1250373190,EAST ASIA,124.5
Atsushi Suzuki,https://en.wikipedia.org/wiki/Atsushi_Suzuki,Japan,Start,1250934472,EAST ASIA,124.5
Bak Jungyang,https://en.wikipedia.org/wiki/Bak_Jungyang,Japan,C,1215565447,EAST ASIA,124.5
Usaburō Chisaki III,https://en.wikipedia.org/wiki/Usaburō_Chisaki_III,Japan,Stub,1231674799,EAST ASIA,124.5
Date Munenari,https://en.wikipedia.org/wiki/Date_Munenari,Japan,C,1220407888,EAST ASIA,124.5
Naohiro Dōgakinai,https://en.wikipedia.org/wiki/Naohiro_Dōgakinai,Japan,Stub,999738906,EAST ASIA,124.5
Fujiwara no Yoshikado,https://en.wikipedia.org/wiki/Fujiwara_no_Yoshikado,Japan,Start,1153221879,EAST ASIA,124.5
Genrō,https://en.wikipedia.org/wiki/Genrō,Japan,Start,1248214030,EAST ASIA,124.5
Hajime Seki,https://en.wikipedia.org/wiki/Hajime_Seki,Japan,Start,1221342540,EAST ASIA,124.5
Masakazu Hamachi,https://en.wikipedia.org/wiki/Masakazu_Hamachi,Japan,Stub,1188409346,EAST ASIA,124.5
Satoshi Hamada,https://en.wikipedia.org/wiki/Satoshi_Hamada,Japan,Start,1234652966,EAST ASIA,124.5
Daijiro Hashimoto,https://en.wikipedia.org/wiki/Daijiro_Hashimoto,Japan,Stub,1181162825,EAST ASIA,124.5
Hayami Seiji,https://en.wikipedia.org/wiki/Hayami_Seiji,Japan,Stub,1223401371,EAST ASIA,124.5
Takanori Hayashi,https://en.wikipedia.org/wiki/Takanori_Hayashi,Japan,Stub,1188379975,EAST ASIA,124.5
Jon Heese,https://en.wikipedia.org/wiki/Jon_Heese,Japan,Start,1224247296,EAST ASIA,124.5
Hideyuki Yokoyama,https://en.wikipedia.org/wiki/Hideyuki_Yokoyama,Japan,Stub,1248031733,EAST ASIA,124.5
Makoto Hirayama,https://en.wikipedia.org/wiki/Makoto_Hirayama,Japan,Start,1195002566,EAST ASIA,124.5
Hisato Ichimada,https://en.wikipedia.org/wiki/Hisato_Ichimada,Japan,Start,1243516307,EAST ASIA,124.5
Ichita Kobashi,https://en.wikipedia.org/wiki/Ichita_Kobashi,Japan,Start,1189303646,EAST ASIA,124.5
Seiichi Ikehata,https://en.wikipedia.org/wiki/Seiichi_Ikehata,Japan,Stub,1183432859,EAST ASIA,124.5
Keiichi Inamine,https://en.wikipedia.org/wiki/Keiichi_Inamine,Japan,Stub,1227854320,EAST ASIA,124.5
Toshio Irie (civil servant),https://en.wikipedia.org/wiki/Toshio_Irie_(civil_servant),Japan,Stub,1239770151,EAST ASIA,124.5
Shinji Ishimaru,https://en.wikipedia.org/wiki/Shinji_Ishimaru,Japan,C,1246380723,EAST ASIA,124.5
Kiyoharu Ishiwata,https://en.wikipedia.org/wiki/Kiyoharu_Ishiwata,Japan,Stub,1238651325,EAST ASIA,124.5
Iwakura Tomomi,https://en.wikipedia.org/wiki/Iwakura_Tomomi,Japan,C,1230191168,EAST ASIA,124.5
Kabayama Aisuke,https://en.wikipedia.org/wiki/Kabayama_Aisuke,Japan,Start,1171238568,EAST ASIA,124.5
Kamata Eikichi,https://en.wikipedia.org/wiki/Kamata_Eikichi,Japan,C,1138726038,EAST ASIA,124.5
Sohei Kamiya,https://en.wikipedia.org/wiki/Sohei_Kamiya,Japan,GA,1250934114,EAST ASIA,124.5
Katsutoshi Kaneda,https://en.wikipedia.org/wiki/Katsutoshi_Kaneda,Japan,Stub,1227857563,EAST ASIA,124.5
Makoto Katamine,https://en.wikipedia.org/wiki/Makoto_Katamine,Japan,Stub,1195321944,EAST ASIA,124.5
Katsu Kaishū,https://en.wikipedia.org/wiki/Katsu_Kaishū,Japan,C,1235728685,EAST ASIA,124.5
Kido Takayoshi,https://en.wikipedia.org/wiki/Kido_Takayoshi,Japan,C,1226189780,EAST ASIA,124.5
Kim Gap-sun,https://en.wikipedia.org/wiki/Kim_Gap-sun,Japan,Stub,1251047486,EAST ASIA,124.5
Kōki Kobayashi,https://en.wikipedia.org/wiki/Kōki_Kobayashi,Japan,Stub,1186829134,EAST ASIA,124.5
Komatsu Kiyokado,https://en.wikipedia.org/wiki/Komatsu_Kiyokado,Japan,Start,1063039451,EAST ASIA,124.5
Oguri Kozukenosuke,https://en.wikipedia.org/wiki/Oguri_Kozukenosuke,Japan,C,1249804085,EAST ASIA,124.5
Kimiko Kurihara,https://en.wikipedia.org/wiki/Kimiko_Kurihara,Japan,Stub,1189081014,EAST ASIA,124.5
Shinichiro Kurimoto,https://en.wikipedia.org/wiki/Shinichiro_Kurimoto,Japan,Start,1243242066,EAST ASIA,124.5
Yukio Kurita,https://en.wikipedia.org/wiki/Yukio_Kurita,Japan,Stub,1238420392,EAST ASIA,124.5
Hiroshi Kuwashima,https://en.wikipedia.org/wiki/Hiroshi_Kuwashima,Japan,Stub,1239571480,EAST ASIA,124.5
Lecca (singer),https://en.wikipedia.org/wiki/Lecca_(singer),Japan,Stub,1227861844,EAST ASIA,124.5
Kingo Machimura,https://en.wikipedia.org/wiki/Kingo_Machimura,Japan,Stub,1227862133,EAST ASIA,124.5
Maeda Gen'i,https://en.wikipedia.org/wiki/Maeda_Gen'i,Japan,Start,1191535758,EAST ASIA,124.5
Hiroshi Maruyama,https://en.wikipedia.org/wiki/Hiroshi_Maruyama,Japan,Stub,1143966734,EAST ASIA,124.5
Hodaka Maruyama,https://en.wikipedia.org/wiki/Hodaka_Maruyama,Japan,Start,1234250340,EAST ASIA,124.5
Tatsuya Maruyama,https://en.wikipedia.org/wiki/Tatsuya_Maruyama,Japan,Stub,1243580205,EAST ASIA,124.5
Toshio Masuda (politician),https://en.wikipedia.org/wiki/Toshio_Masuda_(politician),Japan,Start,1237035675,EAST ASIA,124.5
Matsudaira Norikata,https://en.wikipedia.org/wiki/Matsudaira_Norikata,Japan,Start,981793614,EAST ASIA,124.5
Matsudaira Tarō,https://en.wikipedia.org/wiki/Matsudaira_Tarō,Japan,Stub,1106377935,EAST ASIA,124.5
Matsudaira Yoshinaga,https://en.wikipedia.org/wiki/Matsudaira_Yoshinaga,Japan,C,1249013378,EAST ASIA,124.5
Matsuoka Toshizō,https://en.wikipedia.org/wiki/Matsuoka_Toshizō,Japan,Start,1142626021,EAST ASIA,124.5
Meiji oligarchy,https://en.wikipedia.org/wiki/Meiji_oligarchy,Japan,Start,1215386129,EAST ASIA,124.5
Eikichi Minato,https://en.wikipedia.org/wiki/Eikichi_Minato,Japan,Stub,1227864216,EAST ASIA,124.5
Mishima Michitsune,https://en.wikipedia.org/wiki/Mishima_Michitsune,Japan,Start,1159659441,EAST ASIA,124.5
Shinji Morimoto,https://en.wikipedia.org/wiki/Shinji_Morimoto,Japan,Stub,1037558241,EAST ASIA,124.5
Morito Tatsuo,https://en.wikipedia.org/wiki/Morito_Tatsuo,Japan,Start,1236600657,EAST ASIA,124.5
Muto Sanji,https://en.wikipedia.org/wiki/Muto_Sanji,Japan,C,1206126912,EAST ASIA,124.5
Gen Nakagawa,https://en.wikipedia.org/wiki/Gen_Nakagawa,Japan,Stub,1162268649,EAST ASIA,124.5
Masakazu Nakai,https://en.wikipedia.org/wiki/Masakazu_Nakai,Japan,Start,1242119893,EAST ASIA,124.5
Hiroyuki Nakamura,https://en.wikipedia.org/wiki/Hiroyuki_Nakamura,Japan,Stub,1132490848,EAST ASIA,124.5
Kenji Nakanishi,https://en.wikipedia.org/wiki/Kenji_Nakanishi,Japan,Start,1237518728,EAST ASIA,124.5
Nezu Kaichirō,https://en.wikipedia.org/wiki/Nezu_Kaichirō,Japan,Start,1228052108,EAST ASIA,124.5
Junji Nishime,https://en.wikipedia.org/wiki/Junji_Nishime,Japan,Stub,1245711085,EAST ASIA,124.5
Nitobe Inazō,https://en.wikipedia.org/wiki/Nitobe_Inazō,Japan,C,1249406733,EAST ASIA,124.5
Atsushi Nonaka,https://en.wikipedia.org/wiki/Atsushi_Nonaka,Japan,C,1197601212,EAST ASIA,124.5
Taketora Ogata,https://en.wikipedia.org/wiki/Taketora_Ogata,Japan,Start,1248398621,EAST ASIA,124.5
Oka Takazumi,https://en.wikipedia.org/wiki/Oka_Takazumi,Japan,Stub,1250627509,EAST ASIA,124.5
Haruo Okada,https://en.wikipedia.org/wiki/Haruo_Okada,Japan,Stub,1176928858,EAST ASIA,124.5
Ono no Imoko,https://en.wikipedia.org/wiki/Ono_no_Imoko,Japan,Start,1218826011,EAST ASIA,124.5
Ono no Minemori,https://en.wikipedia.org/wiki/Ono_no_Minemori,Japan,Start,1181368266,EAST ASIA,124.5
Otokita Shun,https://en.wikipedia.org/wiki/Otokita_Shun,Japan,Start,1221346332,EAST ASIA,124.5
Ikuo Oyama,https://en.wikipedia.org/wiki/Ikuo_Oyama,Japan,Start,1156481467,EAST ASIA,124.5
Tatsuo Ozawa,https://en.wikipedia.org/wiki/Tatsuo_Ozawa,Japan,Start,1249907119,EAST ASIA,124.5
Shigeru Sahashi,https://en.wikipedia.org/wiki/Shigeru_Sahashi,Japan,Start,1116237993,EAST ASIA,124.5
Saigō Takamori,https://en.wikipedia.org/wiki/Saigō_Takamori,Japan,C,1249084904,EAST ASIA,124.5
Rie Saito,https://en.wikipedia.org/wiki/Rie_Saito,Japan,Start,1210726445,EAST ASIA,124.5
Hiroichi Sakai,https://en.wikipedia.org/wiki/Hiroichi_Sakai,Japan,Stub,1239552112,EAST ASIA,124.5
Kazutoshi Sasayama,https://en.wikipedia.org/wiki/Kazutoshi_Sasayama,Japan,Stub,1167712836,EAST ASIA,124.5
Masataro Sawayanagi,https://en.wikipedia.org/wiki/Masataro_Sawayanagi,Japan,Stub,1064572815,EAST ASIA,124.5
Junichi Seki,https://en.wikipedia.org/wiki/Junichi_Seki,Japan,Stub,1228548554,EAST ASIA,124.5
Soko Shimabuku,https://en.wikipedia.org/wiki/Soko_Shimabuku,Japan,Stub,1167712847,EAST ASIA,124.5
Kōichi Shiota,https://en.wikipedia.org/wiki/Kōichi_Shiota,Japan,Stub,1236671242,EAST ASIA,124.5
Tetchō Suehiro,https://en.wikipedia.org/wiki/Tetchō_Suehiro,Japan,Start,1220747294,EAST ASIA,124.5
Sugawara no Michizane,https://en.wikipedia.org/wiki/Sugawara_no_Michizane,Japan,C,1247397122,EAST ASIA,124.5
Sugawara no Kiyotomo,https://en.wikipedia.org/wiki/Sugawara_no_Kiyotomo,Japan,B,1184827171,EAST ASIA,124.5
Sugawara no Koreyoshi,https://en.wikipedia.org/wiki/Sugawara_no_Koreyoshi,Japan,Start,1184827176,EAST ASIA,124.5
Shinnen Tagaya,https://en.wikipedia.org/wiki/Shinnen_Tagaya,Japan,Stub,1240622803,EAST ASIA,124.5
Sōichirō Takashima,https://en.wikipedia.org/wiki/Sōichirō_Takashima,Japan,Start,1239334619,EAST ASIA,124.5
Yoshikatsu Takeiri,https://en.wikipedia.org/wiki/Yoshikatsu_Takeiri,Japan,GA,1238140273,EAST ASIA,124.5
Shigeyo Takeuchi,https://en.wikipedia.org/wiki/Shigeyo_Takeuchi,Japan,Start,1247259823,EAST ASIA,124.5
Nobuhiro Tanabe,https://en.wikipedia.org/wiki/Nobuhiro_Tanabe,Japan,Stub,1160011684,EAST ASIA,124.5
Tanaka Tatsuo,https://en.wikipedia.org/wiki/Tanaka_Tatsuo,Japan,Start,1196161005,EAST ASIA,124.5
Tsunetoshi Tanaka,https://en.wikipedia.org/wiki/Tsunetoshi_Tanaka,Japan,Stub,1020304143,EAST ASIA,124.5
Tatsuo Takahashi,https://en.wikipedia.org/wiki/Tatsuo_Takahashi,Japan,Stub,1173611573,EAST ASIA,124.5
Tokudaiji Sanetsune,https://en.wikipedia.org/wiki/Tokudaiji_Sanetsune,Japan,Start,1245475975,EAST ASIA,124.5
Yoshihiro Tokugawa,https://en.wikipedia.org/wiki/Yoshihiro_Tokugawa,Japan,Stub,1166332404,EAST ASIA,124.5
Torii Tadafumi,https://en.wikipedia.org/wiki/Torii_Tadafumi,Japan,Stub,1242468034,EAST ASIA,124.5
Toshibumi Tanaka,https://en.wikipedia.org/wiki/Toshibumi_Tanaka,Japan,Stub,1227422669,EAST ASIA,124.5
Tōyama Mitsuru,https://en.wikipedia.org/wiki/Tōyama_Mitsuru,Japan,C,1245568583,EAST ASIA,124.5
Sayuri Uenishi,https://en.wikipedia.org/wiki/Sayuri_Uenishi,Japan,Start,1235907071,EAST ASIA,124.5
Kōzō Watanabe (Liberal Democratic Party politician),https://en.wikipedia.org/wiki/Kōzō_Watanabe_(Liberal_Democratic_Party_politician),Japan,Stub,1157448528,EAST ASIA,124.5
Tadao Watanabe,https://en.wikipedia.org/wiki/Tadao_Watanabe,Japan,Start,1242191080,EAST ASIA,124.5
Gōsei Yamamoto,https://en.wikipedia.org/wiki/Gōsei_Yamamoto,Japan,Start,1185259988,EAST ASIA,124.5
Yamao Yōzō,https://en.wikipedia.org/wiki/Yamao_Yōzō,Japan,Start,1219291331,EAST ASIA,124.5
Katsumi Yamauchi,https://en.wikipedia.org/wiki/Katsumi_Yamauchi,Japan,Stub,1052003178,EAST ASIA,124.5
Tsutomu Yamazaki (politician),https://en.wikipedia.org/wiki/Tsutomu_Yamazaki_(politician),Japan,Stub,1186586190,EAST ASIA,124.5
Setsuo Yokomichi,https://en.wikipedia.org/wiki/Setsuo_Yokomichi,Japan,Stub,1250886950,EAST ASIA,124.5
Yoshida Shōin,https://en.wikipedia.org/wiki/Yoshida_Shōin,Japan,C,1242366378,EAST ASIA,124.5
Hirofumi Yoshimura,https://en.wikipedia.org/wiki/Hirofumi_Yoshimura,Japan,C,1239550672,EAST ASIA,124.5
Yoshitoki Sugitani,https://en.wikipedia.org/wiki/Yoshitoki_Sugitani,Japan,Start,1224853051,EAST ASIA,124.5
Yuasa Kurahei,https://en.wikipedia.org/wiki/Yuasa_Kurahei,Japan,C,1221346251,EAST ASIA,124.5
Abu Sayyaf (Jordan),https://en.wikipedia.org/wiki/Abu_Sayyaf_(Jordan),Jordan,Start,1250272342,WESTERN ASIA,11.4
Raed Abu Soud,https://en.wikipedia.org/wiki/Raed_Abu_Soud,Jordan,Start,1245816512,WESTERN ASIA,11.4
Musa Habes Almaaytah,https://en.wikipedia.org/wiki/Musa_Habes_Almaaytah,Jordan,C,1245828982,WESTERN ASIA,11.4
Abdul-Latif Arabiyat,https://en.wikipedia.org/wiki/Abdul-Latif_Arabiyat,Jordan,Stub,1185116520,WESTERN ASIA,11.4
Hayel Daoud,https://en.wikipedia.org/wiki/Hayel_Daoud,Jordan,Stub,1231356478,WESTERN ASIA,11.4
Mohammad Daoudiyeh,https://en.wikipedia.org/wiki/Mohammad_Daoudiyeh,Jordan,Stub,1244648017,WESTERN ASIA,11.4
Haditha Al-Khraisha,https://en.wikipedia.org/wiki/Haditha_Al-Khraisha,Jordan,FA,1218714079,WESTERN ASIA,11.4
Jumah Hammad,https://en.wikipedia.org/wiki/Jumah_Hammad,Jordan,C,1247415858,WESTERN ASIA,11.4
Ahmad Hanandeh,https://en.wikipedia.org/wiki/Ahmad_Hanandeh,Jordan,Start,1244983632,WESTERN ASIA,11.4
Mahmoud Hanandeh,https://en.wikipedia.org/wiki/Mahmoud_Hanandeh,Jordan,Stub,1245164378,WESTERN ASIA,11.4
Hani Khasawneh,https://en.wikipedia.org/wiki/Hani_Khasawneh,Jordan,Stub,1248954916,WESTERN ASIA,11.4
Fakhri Kawar,https://en.wikipedia.org/wiki/Fakhri_Kawar,Jordan,Start,1250249725,WESTERN ASIA,11.4
Khaled Kalaldeh,https://en.wikipedia.org/wiki/Khaled_Kalaldeh,Jordan,Start,1246010239,WESTERN ASIA,11.4
Saleh Ali Al-Kharabsheh,https://en.wikipedia.org/wiki/Saleh_Ali_Al-Kharabsheh,Jordan,Start,1244979778,WESTERN ASIA,11.4
Hisham Khatib,https://en.wikipedia.org/wiki/Hisham_Khatib,Jordan,C,1245814781,WESTERN ASIA,11.4
Haditha Jamal Haditha Al-Khreisha,https://en.wikipedia.org/wiki/Haditha_Jamal_Haditha_Al-Khreisha,Jordan,Stub,1248954943,WESTERN ASIA,11.4
Rashed Al-Khuzai,https://en.wikipedia.org/wiki/Rashed_Al-Khuzai,Jordan,GA,1240947752,WESTERN ASIA,11.4
Yahya Kisbi,https://en.wikipedia.org/wiki/Yahya_Kisbi,Jordan,Stub,1244654673,WESTERN ASIA,11.4
Kamel Mahadin,https://en.wikipedia.org/wiki/Kamel_Mahadin,Jordan,C,1244988990,WESTERN ASIA,11.4
Azmi Mahafzah,https://en.wikipedia.org/wiki/Azmi_Mahafzah,Jordan,Start,1247004269,WESTERN ASIA,11.4
Ahmad Masa'deh,https://en.wikipedia.org/wiki/Ahmad_Masa'deh,Jordan,Stub,1244820946,WESTERN ASIA,11.4
Muhannad Al Mubaidin,https://en.wikipedia.org/wiki/Muhannad_Al_Mubaidin,Jordan,Start,1244980218,WESTERN ASIA,11.4
Samir Murad,https://en.wikipedia.org/wiki/Samir_Murad,Jordan,Start,1244821309,WESTERN ASIA,11.4
Nancy Namrouqa,https://en.wikipedia.org/wiki/Nancy_Namrouqa,Jordan,Stub,1246344358,WESTERN ASIA,11.4
Salameh Neimat,https://en.wikipedia.org/wiki/Salameh_Neimat,Jordan,Start,1244980528,WESTERN ASIA,11.4
Mohammad Qudah,https://en.wikipedia.org/wiki/Mohammad_Qudah,Jordan,Stub,1245826892,WESTERN ASIA,11.4
Nadia al Rawabdeh,https://en.wikipedia.org/wiki/Nadia_al_Rawabdeh,Jordan,Start,1244691414,WESTERN ASIA,11.4
Kholoud Saqqaf,https://en.wikipedia.org/wiki/Kholoud_Saqqaf,Jordan,Stub,1244658832,WESTERN ASIA,11.4
Kamal Al-Shair,https://en.wikipedia.org/wiki/Kamal_Al-Shair,Jordan,Start,1243142013,WESTERN ASIA,11.4
Sharaf bin Rajeh,https://en.wikipedia.org/wiki/Sharaf_bin_Rajeh,Jordan,Start,1247714127,WESTERN ASIA,11.4
Faisal Shboul,https://en.wikipedia.org/wiki/Faisal_Shboul,Jordan,Start,1245991710,WESTERN ASIA,11.4
Muhammad Suheimat,https://en.wikipedia.org/wiki/Muhammad_Suheimat,Jordan,Start,1211054837,WESTERN ASIA,11.4
Wesam Al Tahtamouni,https://en.wikipedia.org/wiki/Wesam_Al_Tahtamouni,Jordan,Stub,1247633212,WESTERN ASIA,11.4
Alia Abu Tayeh,https://en.wikipedia.org/wiki/Alia_Abu_Tayeh,Jordan,Start,1244981732,WESTERN ASIA,11.4
Zeina Toukan,https://en.wikipedia.org/wiki/Zeina_Toukan,Jordan,Start,1244657766,WESTERN ASIA,11.4
Mohammed Awad al-Zayyud,https://en.wikipedia.org/wiki/Mohammed_Awad_al-Zayyud,Jordan,Stub,1113279955,WESTERN ASIA,11.4
Dauren Abaev,https://en.wikipedia.org/wiki/Dauren_Abaev,Kazakhstan,Start,1250603494,CENTRAL ASIA,19.9
Baurzhan Abdishev,https://en.wikipedia.org/wiki/Baurzhan_Abdishev,Kazakhstan,Start,1234098485,CENTRAL ASIA,19.9
Jambyl Ahmetbekov,https://en.wikipedia.org/wiki/Jambyl_Ahmetbekov,Kazakhstan,C,1243509908,CENTRAL ASIA,19.9
Nurlan Aldabergenov,https://en.wikipedia.org/wiki/Nurlan_Aldabergenov,Kazakhstan,Start,1243509816,CENTRAL ASIA,19.9
Musabek Alimbekov,https://en.wikipedia.org/wiki/Musabek_Alimbekov,Kazakhstan,Stub,1243509941,CENTRAL ASIA,19.9
Yerzhan Ashikbayev,https://en.wikipedia.org/wiki/Yerzhan_Ashikbayev,Kazakhstan,Stub,1211911394,CENTRAL ASIA,19.9
